age,education,maritalstatus,occupation,hoursperweek,income
38,Some-college,Divorced,Adm-clerical,30,<=50K
72,HS-grad,Married-civ-spouse,Other-service,55,<=50K
40,5th-6th,Married-civ-spouse,Other-service,40,<=50K
19,Some-college,Never-married,Sales,30,<=50K
30,Assoc-acdm,Married-civ-spouse,Craft-repair,40,<=50K
41,Some-college,Married-civ-spouse,Prof-specialty,4,<=50K
29,Bachelors,Never-married,Adm-clerical,45,<=50K
24,Bachelors,Never-married,Sales,20,<=50K
17,10th,Never-married,Sales,15,<=50K
35,Assoc-voc,Divorced,Other-service,35,<=50K
38,HS-grad,Divorced,Craft-repair,40,<=50K
36,9th,Never-married,Handlers-cleaners,40,<=50K
24,11th,Married-civ-spouse,Machine-op-inspct,60,<=50K
38,Bachelors,Married-civ-spouse,Farming-fishing,99,<=50K
19,11th,Never-married,Sales,40,<=50K
30,HS-grad,Married-civ-spouse,Transport-moving,45,<=50K
36,Assoc-voc,Married-civ-spouse,Transport-moving,40,<=50K
27,Some-college,Never-married,Craft-repair,45,<=50K
17,11th,Never-married,Sales,30,<=50K
57,5th-6th,Married-civ-spouse,Transport-moving,50,<=50K
54,Masters,Divorced,Prof-specialty,30,<=50K
21,Some-college,Never-married,Other-service,40,<=50K
43,HS-grad,Separated,Handlers-cleaners,40,<=50K
50,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
41,Prof-school,Divorced,Prof-specialty,38,<=50K
20,Some-college,Never-married,Prof-specialty,40,<=50K
28,Bachelors,Married-civ-spouse,Adm-clerical,15,<=50K
62,9th,Married-civ-spouse,Other-service,35,<=50K
41,12th,Divorced,Machine-op-inspct,40,<=50K
37,HS-grad,Married-civ-spouse,Craft-repair,45,<=50K
53,Some-college,Married-civ-spouse,Farming-fishing,30,<=50K
23,Masters,Never-married,Prof-specialty,30,<=50K
46,HS-grad,Married-civ-spouse,Farming-fishing,35,<=50K
28,HS-grad,Never-married,Sales,45,<=50K
50,10th,Separated,Adm-clerical,40,<=50K
19,Some-college,Never-married,Craft-repair,45,<=50K
84,7th-8th,Married-civ-spouse,Prof-specialty,10,<=50K
61,HS-grad,Widowed,Adm-clerical,20,<=50K
44,Some-college,Divorced,Craft-repair,42,<=50K
32,HS-grad,Separated,Handlers-cleaners,60,<=50K
25,Some-college,Never-married,Adm-clerical,35,<=50K
47,Some-college,Divorced,Adm-clerical,40,<=50K
19,Some-college,Never-married,Sales,15,<=50K
37,Some-college,Married-civ-spouse,Other-service,17,<=50K
28,HS-grad,Divorced,Tech-support,40,<=50K
32,Some-college,Divorced,Other-service,35,<=50K
24,Some-college,Never-married,Other-service,30,<=50K
30,Some-college,Married-civ-spouse,Exec-managerial,99,<=50K
56,Masters,Married-civ-spouse,Exec-managerial,40,<=50K
28,Some-college,Never-married,Adm-clerical,26,<=50K
28,Some-college,Never-married,Sales,45,<=50K
39,12th,Never-married,Handlers-cleaners,40,<=50K
23,Some-college,Never-married,Other-service,40,<=50K
32,Some-college,Never-married,Machine-op-inspct,55,<=50K
37,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
71,5th-6th,Widowed,Priv-house-serv,75,<=50K
20,Some-college,Never-married,Exec-managerial,40,<=50K
42,HS-grad,Divorced,Craft-repair,45,<=50K
26,Masters,Never-married,Prof-specialty,40,<=50K
21,Some-college,Never-married,Other-service,16,<=50K
37,HS-grad,Married-spouse-absent,Other-service,40,<=50K
36,Bachelors,Divorced,Prof-specialty,40,<=50K
25,HS-grad,Never-married,Sales,40,<=50K
29,HS-grad,Never-married,Other-service,40,<=50K
20,Some-college,Never-married,Craft-repair,38,<=50K
32,HS-grad,Never-married,Craft-repair,50,<=50K
24,Assoc-acdm,Never-married,Exec-managerial,20,<=50K
40,HS-grad,Divorced,Transport-moving,84,<=50K
24,Some-college,Never-married,Sales,20,<=50K
36,1st-4th,Never-married,Farming-fishing,40,<=50K
20,Some-college,Never-married,Protective-serv,20,<=50K
36,HS-grad,Never-married,Sales,40,<=50K
45,Bachelors,Never-married,Exec-managerial,40,<=50K
22,Bachelors,Never-married,Adm-clerical,40,<=50K
34,HS-grad,Never-married,Transport-moving,40,<=50K
24,11th,Never-married,Craft-repair,40,<=50K
23,Bachelors,Never-married,Sales,25,<=50K
40,Some-college,Divorced,Machine-op-inspct,40,<=50K
55,HS-grad,Divorced,Machine-op-inspct,40,<=50K
28,HS-grad,Married-civ-spouse,Other-service,43,<=50K
32,11th,Married-civ-spouse,Other-service,60,<=50K
61,Some-college,Widowed,Machine-op-inspct,40,<=50K
62,Masters,Married-civ-spouse,Prof-specialty,40,<=50K
26,HS-grad,Never-married,Protective-serv,32,<=50K
19,Some-college,Never-married,Farming-fishing,50,<=50K
40,10th,Married-civ-spouse,Craft-repair,40,<=50K
55,Masters,Never-married,Prof-specialty,40,<=50K
39,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
28,HS-grad,Never-married,Other-service,40,<=50K
36,Some-college,Divorced,Tech-support,40,<=50K
49,Some-college,Married-civ-spouse,Farming-fishing,50,<=50K
41,Some-college,Divorced,Adm-clerical,40,<=50K
60,7th-8th,Married-civ-spouse,Machine-op-inspct,40,<=50K
35,Bachelors,Married-civ-spouse,Exec-managerial,70,<=50K
36,Bachelors,Divorced,Prof-specialty,40,<=50K
23,HS-grad,Never-married,Other-service,40,<=50K
51,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
33,Some-college,Married-civ-spouse,Sales,25,<=50K
50,HS-grad,Divorced,Protective-serv,40,<=50K
18,HS-grad,Never-married,Adm-clerical,35,<=50K
26,HS-grad,Never-married,Transport-moving,40,<=50K
21,Some-college,Never-married,Sales,47,<=50K
26,HS-grad,Married-civ-spouse,Exec-managerial,52,<=50K
33,HS-grad,Never-married,Other-service,40,<=50K
42,Some-college,Divorced,Transport-moving,38,<=50K
28,Prof-school,Never-married,Prof-specialty,50,<=50K
20,HS-grad,Never-married,Other-service,35,<=50K
31,Some-college,Married-civ-spouse,Adm-clerical,50,<=50K
36,Some-college,Divorced,Adm-clerical,40,<=50K
52,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
27,HS-grad,Married-civ-spouse,Transport-moving,40,<=50K
45,HS-grad,Divorced,Adm-clerical,50,<=50K
21,9th,Never-married,Other-service,40,<=50K
25,HS-grad,Never-married,Adm-clerical,40,<=50K
24,Some-college,Never-married,Other-service,25,<=50K
38,Assoc-acdm,Married-civ-spouse,Exec-managerial,55,<=50K
45,HS-grad,Divorced,Adm-clerical,38,<=50K
59,10th,Married-civ-spouse,Transport-moving,50,<=50K
41,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
23,Bachelors,Never-married,Adm-clerical,40,<=50K
43,Some-college,Divorced,Adm-clerical,45,<=50K
17,11th,Never-married,Sales,20,<=50K
42,Assoc-voc,Married-civ-spouse,Machine-op-inspct,40,<=50K
43,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
28,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
47,HS-grad,Divorced,Machine-op-inspct,60,<=50K
21,7th-8th,Never-married,Craft-repair,40,<=50K
39,Some-college,Never-married,Craft-repair,40,<=50K
27,Bachelors,Divorced,Handlers-cleaners,40,<=50K
21,Some-college,Never-married,Other-service,12,<=50K
25,5th-6th,Never-married,Machine-op-inspct,40,<=50K
35,Bachelors,Never-married,Sales,40,<=50K
19,Some-college,Never-married,Other-service,12,<=50K
34,Some-college,Never-married,Sales,35,<=50K
36,HS-grad,Divorced,Craft-repair,40,<=50K
33,Bachelors,Married-civ-spouse,Craft-repair,35,<=50K
60,Bachelors,Married-civ-spouse,Craft-repair,40,<=50K
47,HS-grad,Married-civ-spouse,Prof-specialty,40,<=50K
21,HS-grad,Never-married,Other-service,32,<=50K
34,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
37,Bachelors,Married-civ-spouse,Handlers-cleaners,40,<=50K
27,HS-grad,Never-married,Adm-clerical,40,<=50K
31,Bachelors,Never-married,Sales,40,<=50K
30,Some-college,Married-civ-spouse,Adm-clerical,40,<=50K
33,HS-grad,Divorced,Transport-moving,45,<=50K
41,Some-college,Married-civ-spouse,Exec-managerial,40,<=50K
23,Some-college,Married-civ-spouse,Prof-specialty,30,<=50K
65,Some-college,Married-civ-spouse,Exec-managerial,40,<=50K
30,HS-grad,Never-married,Other-service,40,<=50K
30,Some-college,Never-married,Handlers-cleaners,40,<=50K
42,HS-grad,Never-married,Craft-repair,40,<=50K
33,Bachelors,Married-civ-spouse,Adm-clerical,40,<=50K
27,Some-college,Never-married,Transport-moving,40,<=50K
35,Some-college,Never-married,Machine-op-inspct,40,<=50K
21,Assoc-voc,Never-married,Adm-clerical,40,<=50K
66,7th-8th,Widowed,Other-service,20,<=50K
46,HS-grad,Married-civ-spouse,Craft-repair,50,<=50K
23,Bachelors,Never-married,Exec-managerial,38,<=50K
43,Masters,Never-married,Exec-managerial,45,<=50K
40,HS-grad,Married-civ-spouse,Machine-op-inspct,55,<=50K
52,5th-6th,Married-civ-spouse,Craft-repair,40,<=50K
36,Assoc-voc,Separated,Adm-clerical,40,<=50K
33,HS-grad,Never-married,Transport-moving,40,<=50K
20,HS-grad,Married-civ-spouse,Sales,40,<=50K
21,HS-grad,Never-married,Machine-op-inspct,35,<=50K
62,HS-grad,Widowed,Sales,43,<=50K
54,HS-grad,Never-married,Sales,40,<=50K
35,7th-8th,Never-married,Machine-op-inspct,30,<=50K
36,Assoc-acdm,Never-married,Tech-support,40,<=50K
21,HS-grad,Never-married,Adm-clerical,45,<=50K
30,HS-grad,Separated,Farming-fishing,14,<=50K
21,Some-college,Never-married,Sales,64,<=50K
39,HS-grad,Never-married,Adm-clerical,40,<=50K
54,HS-grad,Married-spouse-absent,Exec-managerial,43,<=50K
23,HS-grad,Never-married,Machine-op-inspct,40,<=50K
42,1st-4th,Married-civ-spouse,Machine-op-inspct,40,<=50K
28,Some-college,Never-married,Other-service,35,<=50K
28,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
35,Assoc-acdm,Married-civ-spouse,Tech-support,40,<=50K
19,Some-college,Never-married,Exec-managerial,40,<=50K
27,HS-grad,Never-married,Handlers-cleaners,35,<=50K
54,1st-4th,Married-civ-spouse,Transport-moving,50,<=50K
19,HS-grad,Never-married,Sales,35,<=50K
27,Some-college,Never-married,Sales,30,<=50K
35,Assoc-acdm,Never-married,Adm-clerical,35,<=50K
19,Some-college,Never-married,Prof-specialty,20,<=50K
32,Bachelors,Never-married,Tech-support,40,<=50K
31,Some-college,Never-married,Sales,40,<=50K
26,Assoc-voc,Never-married,Sales,65,<=50K
44,Some-college,Widowed,Sales,25,<=50K
30,Some-college,Married-civ-spouse,Farming-fishing,40,<=50K
32,HS-grad,Never-married,Other-service,60,<=50K
19,HS-grad,Never-married,Craft-repair,40,<=50K
33,HS-grad,Separated,Machine-op-inspct,30,<=50K
20,Some-college,Never-married,Handlers-cleaners,40,<=50K
61,7th-8th,Married-civ-spouse,Machine-op-inspct,40,<=50K
33,Some-college,Never-married,Other-service,35,<=50K
24,Some-college,Never-married,Sales,35,<=50K
31,Bachelors,Divorced,Craft-repair,60,<=50K
32,Assoc-voc,Divorced,Exec-managerial,50,<=50K
29,Assoc-acdm,Married-civ-spouse,Tech-support,40,<=50K
61,10th,Divorced,Other-service,24,<=50K
48,HS-grad,Married-civ-spouse,Machine-op-inspct,50,<=50K
29,Assoc-acdm,Divorced,Adm-clerical,40,<=50K
22,Assoc-acdm,Never-married,Adm-clerical,15,<=50K
38,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
27,Some-college,Divorced,Machine-op-inspct,40,<=50K
26,HS-grad,Never-married,Craft-repair,40,<=50K
62,HS-grad,Divorced,Adm-clerical,40,<=50K
28,HS-grad,Never-married,Other-service,40,<=50K
50,HS-grad,Separated,Craft-repair,40,<=50K
37,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
63,1st-4th,Widowed,Machine-op-inspct,44,<=50K
35,9th,Never-married,Handlers-cleaners,40,<=50K
25,HS-grad,Married-civ-spouse,Sales,50,<=50K
51,Some-college,Married-civ-spouse,Exec-managerial,40,<=50K
26,Bachelors,Never-married,Exec-managerial,40,<=50K
46,Assoc-voc,Married-spouse-absent,Craft-repair,40,<=50K
24,12th,Never-married,Craft-repair,40,<=50K
19,7th-8th,Never-married,Adm-clerical,80,<=50K
36,Bachelors,Never-married,Prof-specialty,35,<=50K
18,12th,Never-married,Other-service,20,<=50K
30,HS-grad,Never-married,Other-service,32,<=50K
29,HS-grad,Never-married,Other-service,40,<=50K
65,HS-grad,Widowed,Other-service,20,<=50K
34,Bachelors,Married-civ-spouse,Exec-managerial,40,<=50K
58,7th-8th,Married-civ-spouse,Transport-moving,40,<=50K
39,HS-grad,Never-married,Other-service,40,<=50K
21,Some-college,Never-married,Other-service,40,<=50K
28,Bachelors,Married-civ-spouse,Exec-managerial,60,<=50K
31,HS-grad,Separated,Other-service,40,<=50K
27,HS-grad,Never-married,Transport-moving,40,<=50K
45,HS-grad,Widowed,Craft-repair,40,<=50K
34,HS-grad,Married-civ-spouse,Exec-managerial,50,<=50K
17,10th,Never-married,Sales,10,<=50K
25,HS-grad,Never-married,Handlers-cleaners,23,<=50K
33,HS-grad,Divorced,Sales,40,<=50K
21,Some-college,Never-married,Adm-clerical,20,<=50K
22,HS-grad,Never-married,Machine-op-inspct,50,<=50K
61,Some-college,Married-civ-spouse,Prof-specialty,42,<=50K
58,Some-college,Married-civ-spouse,Sales,12,<=50K
30,Some-college,Married-civ-spouse,Craft-repair,58,<=50K
24,HS-grad,Never-married,Craft-repair,60,<=50K
50,HS-grad,Widowed,Sales,40,<=50K
49,Some-college,Married-civ-spouse,Craft-repair,30,<=50K
22,HS-grad,Never-married,Adm-clerical,40,<=50K
21,Some-college,Never-married,Adm-clerical,40,<=50K
25,Some-college,Never-married,Machine-op-inspct,50,<=50K
34,HS-grad,Married-civ-spouse,Adm-clerical,45,<=50K
21,Some-college,Never-married,Adm-clerical,40,<=50K
20,7th-8th,Never-married,Machine-op-inspct,52,<=50K
44,HS-grad,Never-married,Craft-repair,60,<=50K
29,HS-grad,Married-civ-spouse,Transport-moving,60,<=50K
31,Prof-school,Divorced,Tech-support,35,<=50K
35,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
27,HS-grad,Never-married,Adm-clerical,40,<=50K
26,Bachelors,Never-married,Exec-managerial,45,<=50K
44,7th-8th,Married-civ-spouse,Other-service,55,<=50K
28,Assoc-acdm,Never-married,Craft-repair,5,<=50K
30,Some-college,Married-civ-spouse,Other-service,45,<=50K
41,Bachelors,Married-civ-spouse,Prof-specialty,35,<=50K
23,Bachelors,Never-married,Tech-support,40,<=50K
19,HS-grad,Never-married,Handlers-cleaners,70,<=50K
26,Some-college,Never-married,Other-service,20,<=50K
26,HS-grad,Divorced,Adm-clerical,48,<=50K
49,HS-grad,Married-civ-spouse,Transport-moving,40,<=50K
36,HS-grad,Divorced,Craft-repair,55,<=50K
41,HS-grad,Divorced,Handlers-cleaners,48,<=50K
27,Bachelors,Never-married,Other-service,35,<=50K
40,Assoc-voc,Married-civ-spouse,Farming-fishing,60,<=50K
46,HS-grad,Divorced,Craft-repair,40,<=50K
43,9th,Divorced,Transport-moving,40,<=50K
46,HS-grad,Divorced,Craft-repair,40,<=50K
51,Some-college,Married-civ-spouse,Exec-managerial,60,<=50K
19,Some-college,Never-married,Adm-clerical,15,<=50K
31,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
21,Some-college,Never-married,Other-service,40,<=50K
36,HS-grad,Married-civ-spouse,Transport-moving,50,<=50K
23,HS-grad,Never-married,Machine-op-inspct,16,<=50K
39,HS-grad,Married-civ-spouse,Farming-fishing,40,<=50K
24,Bachelors,Never-married,Prof-specialty,30,<=50K
38,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
36,HS-grad,Married-civ-spouse,Exec-managerial,40,<=50K
17,11th,Never-married,Sales,15,<=50K
27,HS-grad,Married-spouse-absent,Other-service,40,<=50K
30,Some-college,Divorced,Craft-repair,40,<=50K
43,HS-grad,Divorced,Exec-managerial,40,<=50K
51,11th,Divorced,Other-service,30,<=50K
28,Some-college,Divorced,Other-service,40,<=50K
41,Some-college,Married-civ-spouse,Exec-managerial,50,<=50K
21,Some-college,Married-civ-spouse,Other-service,50,<=50K
31,Bachelors,Never-married,Tech-support,40,<=50K
45,HS-grad,Married-civ-spouse,Exec-managerial,45,<=50K
23,HS-grad,Never-married,Transport-moving,50,<=50K
32,Some-college,Married-civ-spouse,Exec-managerial,50,<=50K
67,11th,Married-civ-spouse,Transport-moving,40,<=50K
35,HS-grad,Married-civ-spouse,Farming-fishing,50,<=50K
29,Some-college,Married-civ-spouse,Prof-specialty,40,<=50K
38,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
38,Some-college,Married-civ-spouse,Sales,60,<=50K
18,HS-grad,Never-married,Prof-specialty,30,<=50K
22,HS-grad,Never-married,Adm-clerical,40,<=50K
25,Some-college,Married-civ-spouse,Machine-op-inspct,40,<=50K
33,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
29,Masters,Married-civ-spouse,Craft-repair,30,<=50K
20,HS-grad,Never-married,Adm-clerical,40,<=50K
35,Some-college,Married-civ-spouse,Sales,40,<=50K
27,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
42,Assoc-voc,Never-married,Adm-clerical,40,<=50K
47,12th,Married-civ-spouse,Adm-clerical,35,<=50K
29,HS-grad,Never-married,Handlers-cleaners,40,<=50K
33,1st-4th,Never-married,Sales,24,<=50K
44,Some-college,Widowed,Exec-managerial,40,<=50K
25,HS-grad,Never-married,Transport-moving,78,<=50K
24,Bachelors,Never-married,Adm-clerical,10,<=50K
39,Bachelors,Divorced,Exec-managerial,60,<=50K
72,HS-grad,Married-civ-spouse,Farming-fishing,40,<=50K
43,9th,Never-married,Sales,44,<=50K
25,Some-college,Married-civ-spouse,Protective-serv,40,<=50K
27,HS-grad,Never-married,Machine-op-inspct,40,<=50K
33,5th-6th,Never-married,Other-service,40,<=50K
18,HS-grad,Never-married,Sales,20,<=50K
20,11th,Never-married,Handlers-cleaners,32,<=50K
32,Some-college,Separated,Tech-support,50,<=50K
45,Some-college,Divorced,Adm-clerical,40,<=50K
48,HS-grad,Married-civ-spouse,Handlers-cleaners,40,<=50K
23,HS-grad,Never-married,Machine-op-inspct,40,<=50K
47,HS-grad,Married-spouse-absent,Craft-repair,40,<=50K
46,1st-4th,Never-married,Other-service,20,<=50K
19,HS-grad,Never-married,Sales,40,<=50K
51,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
41,HS-grad,Separated,Exec-managerial,40,<=50K
37,11th,Separated,Other-service,40,<=50K
31,HS-grad,Never-married,Craft-repair,40,<=50K
25,HS-grad,Never-married,Other-service,40,<=50K
47,Doctorate,Never-married,Prof-specialty,40,<=50K
43,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
28,10th,Never-married,Handlers-cleaners,40,<=50K
19,11th,Never-married,Handlers-cleaners,30,<=50K
19,HS-grad,Never-married,Craft-repair,35,<=50K
21,HS-grad,Never-married,Craft-repair,48,<=50K
33,HS-grad,Never-married,Prof-specialty,40,<=50K
28,HS-grad,Never-married,Exec-managerial,70,<=50K
24,Bachelors,Never-married,Sales,40,<=50K
20,Some-college,Never-married,Adm-clerical,20,<=50K
20,HS-grad,Never-married,Handlers-cleaners,40,<=50K
21,HS-grad,Never-married,Handlers-cleaners,40,<=50K
34,Some-college,Married-civ-spouse,Machine-op-inspct,52,<=50K
17,11th,Never-married,Sales,15,<=50K
35,11th,Separated,Other-service,40,<=50K
26,HS-grad,Never-married,Farming-fishing,40,<=50K
35,HS-grad,Divorced,Farming-fishing,70,<=50K
25,HS-grad,Never-married,Machine-op-inspct,40,<=50K
27,Some-college,Married-civ-spouse,Other-service,40,<=50K
43,Bachelors,Never-married,Prof-specialty,50,<=50K
37,HS-grad,Never-married,Machine-op-inspct,40,<=50K
58,HS-grad,Never-married,Adm-clerical,40,<=50K
25,Assoc-acdm,Never-married,Craft-repair,45,<=50K
54,Masters,Married-civ-spouse,Other-service,40,<=50K
44,HS-grad,Never-married,Machine-op-inspct,45,<=50K
61,5th-6th,Married-civ-spouse,Craft-repair,40,<=50K
29,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
24,Some-college,Never-married,Other-service,40,<=50K
50,HS-grad,Never-married,Machine-op-inspct,40,<=50K
49,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
38,HS-grad,Divorced,Machine-op-inspct,40,<=50K
41,HS-grad,Married-civ-spouse,Adm-clerical,45,<=50K
70,Some-college,Never-married,Exec-managerial,5,<=50K
24,Bachelors,Never-married,Prof-specialty,40,<=50K
22,Some-college,Never-married,Adm-clerical,20,<=50K
28,Some-college,Married-civ-spouse,Tech-support,40,<=50K
45,HS-grad,Married-civ-spouse,Exec-managerial,50,<=50K
26,Some-college,Never-married,Sales,40,<=50K
38,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
19,HS-grad,Never-married,Handlers-cleaners,20,<=50K
30,HS-grad,Married-civ-spouse,Machine-op-inspct,44,<=50K
53,9th,Never-married,Craft-repair,40,<=50K
32,Bachelors,Never-married,Prof-specialty,38,<=50K
47,Masters,Divorced,Prof-specialty,40,<=50K
36,Some-college,Married-civ-spouse,Craft-repair,56,<=50K
21,11th,Never-married,Sales,38,<=50K
37,HS-grad,Divorced,Protective-serv,40,<=50K
31,HS-grad,Divorced,Other-service,30,<=50K
43,HS-grad,Married-civ-spouse,Transport-moving,50,<=50K
56,Some-college,Married-civ-spouse,Adm-clerical,35,<=50K
59,7th-8th,Separated,Other-service,38,<=50K
47,Masters,Divorced,Prof-specialty,40,<=50K
64,Some-college,Married-civ-spouse,Other-service,40,<=50K
26,HS-grad,Married-civ-spouse,Craft-repair,45,<=50K
46,HS-grad,Divorced,Adm-clerical,44,<=50K
44,HS-grad,Never-married,Adm-clerical,40,<=50K
23,HS-grad,Never-married,Machine-op-inspct,40,<=50K
33,Some-college,Divorced,Adm-clerical,38,<=50K
34,HS-grad,Divorced,Sales,35,<=50K
38,Assoc-voc,Divorced,Adm-clerical,40,<=50K
21,Some-college,Never-married,Sales,40,<=50K
41,HS-grad,Married-civ-spouse,Craft-repair,8,<=50K
35,HS-grad,Never-married,Handlers-cleaners,40,<=50K
62,Some-college,Divorced,Other-service,45,<=50K
69,Some-college,Married-civ-spouse,Transport-moving,16,<=50K
19,Some-college,Never-married,Sales,16,<=50K
54,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
39,HS-grad,Married-civ-spouse,Adm-clerical,25,<=50K
64,Bachelors,Married-civ-spouse,Sales,40,<=50K
32,HS-grad,Never-married,Craft-repair,40,<=50K
57,Bachelors,Never-married,Sales,40,<=50K
25,HS-grad,Never-married,Machine-op-inspct,40,<=50K
39,Some-college,Never-married,Other-service,25,<=50K
49,HS-grad,Divorced,Adm-clerical,16,<=50K
40,Some-college,Never-married,Craft-repair,40,<=50K
24,HS-grad,Married-civ-spouse,Machine-op-inspct,50,<=50K
50,10th,Married-civ-spouse,Other-service,8,<=50K
35,HS-grad,Married-civ-spouse,Exec-managerial,40,<=50K
33,Bachelors,Never-married,Prof-specialty,46,<=50K
54,Bachelors,Divorced,Exec-managerial,40,<=50K
35,HS-grad,Married-civ-spouse,Transport-moving,45,<=50K
47,Some-college,Married-civ-spouse,Farming-fishing,40,<=50K
48,HS-grad,Divorced,Sales,20,<=50K
36,Preschool,Never-married,Machine-op-inspct,40,<=50K
30,Bachelors,Never-married,Exec-managerial,55,<=50K
25,Some-college,Never-married,Handlers-cleaners,40,<=50K
40,HS-grad,Divorced,Other-service,35,<=50K
25,HS-grad,Married-civ-spouse,Exec-managerial,40,<=50K
33,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
53,Some-college,Divorced,Handlers-cleaners,40,<=50K
18,11th,Never-married,Other-service,10,<=50K
41,HS-grad,Never-married,Machine-op-inspct,40,<=50K
25,Bachelors,Married-civ-spouse,Prof-specialty,50,<=50K
66,7th-8th,Widowed,Farming-fishing,50,<=50K
27,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
28,HS-grad,Separated,Sales,40,<=50K
23,HS-grad,Never-married,Handlers-cleaners,40,<=50K
29,10th,Divorced,Craft-repair,80,<=50K
26,Some-college,Married-civ-spouse,Exec-managerial,40,<=50K
26,HS-grad,Never-married,Handlers-cleaners,42,<=50K
26,9th,Never-married,Other-service,35,<=50K
38,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
36,5th-6th,Married-civ-spouse,Craft-repair,40,<=50K
32,HS-grad,Never-married,Adm-clerical,40,<=50K
31,Some-college,Divorced,Adm-clerical,40,<=50K
38,Bachelors,Never-married,Exec-managerial,38,<=50K
39,HS-grad,Divorced,Other-service,40,<=50K
18,11th,Never-married,Other-service,20,<=50K
28,HS-grad,Never-married,Other-service,40,<=50K
41,Masters,Never-married,Exec-managerial,55,<=50K
31,Some-college,Never-married,Tech-support,40,<=50K
38,HS-grad,Divorced,Adm-clerical,38,<=50K
27,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
46,Bachelors,Separated,Prof-specialty,36,<=50K
20,HS-grad,Never-married,Adm-clerical,40,<=50K
42,Some-college,Divorced,Prof-specialty,20,<=50K
69,HS-grad,Widowed,Exec-managerial,40,<=50K
47,Assoc-voc,Married-civ-spouse,Adm-clerical,35,<=50K
49,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
20,Some-college,Never-married,Exec-managerial,30,<=50K
52,5th-6th,Married-civ-spouse,Sales,15,<=50K
33,5th-6th,Married-civ-spouse,Other-service,59,<=50K
18,11th,Never-married,Other-service,6,<=50K
55,HS-grad,Separated,Farming-fishing,55,<=50K
61,7th-8th,Married-civ-spouse,Farming-fishing,40,<=50K
30,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
61,HS-grad,Divorced,Adm-clerical,40,<=50K
36,Assoc-acdm,Married-civ-spouse,Sales,15,<=50K
34,Some-college,Married-civ-spouse,Craft-repair,50,<=50K
27,HS-grad,Married-civ-spouse,Handlers-cleaners,40,<=50K
32,11th,Separated,Handlers-cleaners,40,<=50K
23,Bachelors,Never-married,Exec-managerial,40,<=50K
22,HS-grad,Never-married,Craft-repair,50,<=50K
25,HS-grad,Never-married,Sales,35,<=50K
29,Bachelors,Married-civ-spouse,Machine-op-inspct,48,<=50K
90,HS-grad,Married-civ-spouse,Craft-repair,30,<=50K
37,HS-grad,Divorced,Adm-clerical,40,<=50K
32,HS-grad,Never-married,Craft-repair,38,<=50K
18,HS-grad,Married-spouse-absent,Other-service,40,<=50K
35,Some-college,Never-married,Other-service,65,<=50K
51,9th,Married-civ-spouse,Farming-fishing,40,<=50K
31,Some-college,Never-married,Craft-repair,42,<=50K
28,10th,Divorced,Machine-op-inspct,40,<=50K
25,HS-grad,Never-married,Handlers-cleaners,95,<=50K
49,Assoc-acdm,Married-civ-spouse,Craft-repair,30,<=50K
52,9th,Married-civ-spouse,Handlers-cleaners,40,<=50K
32,5th-6th,Married-spouse-absent,Craft-repair,40,<=50K
31,Some-college,Never-married,Sales,50,<=50K
30,HS-grad,Never-married,Craft-repair,50,<=50K
24,HS-grad,Married-civ-spouse,Craft-repair,60,<=50K
45,Assoc-acdm,Married-civ-spouse,Craft-repair,66,<=50K
30,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
42,HS-grad,Divorced,Adm-clerical,25,<=50K
49,HS-grad,Married-civ-spouse,Farming-fishing,40,<=50K
20,HS-grad,Never-married,Other-service,30,<=50K
25,Bachelors,Never-married,Adm-clerical,40,<=50K
41,9th,Married-civ-spouse,Other-service,55,<=50K
